transaction_id,sender,receiver,amount,timestamp,account_age_days,transaction_type,fraud_flag
717,10033,20053,34072.06,2026-01-12 17:11:23.295295,211,NEFT,0
718,10034,20039,31960.93,2026-02-03 22:28:23.295295,890,IMPS,0
719,10086,20030,38557.17,2026-01-04 23:42:23.295295,562,RTGS,0
720,10087,20091,15217.23,2025-12-28 22:59:23.295295,160,IMPS,0
721,10021,20037,11073.13,2026-01-26 14:25:23.295295,119,NEFT,0
722,10091,20040,21768.82,2026-02-04 19:34:23.295295,571,RTGS,0
723,10089,20036,44442.32,2026-01-11 13:45:23.295295,734,UPI,0
724,10043,20093,6696.29,2026-02-06 00:13:23.295295,609,IMPS,0
725,10012,20035,21497.95,2026-01-20 04:25:23.295295,727,NEFT,0
726,10026,20035,40814.25,2026-01-27 02:31:23.295295,508,NEFT,0
727,10055,20042,10706.34,2026-01-25 16:51:23.295295,319,IMPS,0
728,10033,20016,20692.07,2026-01-27 16:54:23.295295,911,NEFT,1
729,10051,20066,44481.96,2026-02-20 15:17:23.295295,123,NEFT,1
730,10081,20039,27997.71,2026-01-21 08:44:23.295295,604,UPI,0
731,10022,20068,19236.02,2026-01-23 23:16:23.295295,729,RTGS,0
732,10003,20027,36960.03,2026-02-01 20:58:23.295295,924,NEFT,0
733,10057,20008,38617.74,2025-12-31 14:23:23.295295,327,RTGS,0
734,10082,20083,18680.41,2026-01-29 07:04:23.295295,849,IMPS,0
735,10021,20096,513.38,2026-02-18 23:43:23.295295,153,UPI,0
736,10054,20095,4284.1,2026-02-04 16:58:23.295295,725,UPI,0
737,10066,20062,49748.14,2026-02-07 18:59:23.295295,354,IMPS,0
738,10068,20063,7983.92,2026-02-24 05:30:23.295295,90,UPI,0
739,10066,20012,11997.09,2026-02-20 07:08:23.295295,571,UPI,0
740,10004,20021,13273.01,2026-02-07 23:21:23.295295,893,NEFT,0
741,10024,20053,23045.22,2026-03-04 10:11:23.295295,730,IMPS,1
742,10052,20063,42993.63,2026-01-04 21:24:23.295295,249,UPI,0
743,10009,20023,45064.97,2025-12-29 09:03:23.295295,782,RTGS,0
744,10042,20097,31101.61,2026-02-02 09:39:23.295295,630,NEFT,0
745,10009,20074,43900.54,2026-01-06 04:59:23.295295,203,UPI,0
746,10047,20073,12677.24,2025-12-27 13:34:23.295295,445,NEFT,0
747,10080,20050,47546.19,2026-01-22 05:14:23.295295,262,RTGS,0
748,10089,20034,2017.44,2026-02-09 16:33:23.295295,180,RTGS,0
749,10089,20086,7070.8,2026-01-17 06:10:23.295295,26,RTGS,0
750,10072,20080,7791.51,2026-03-03 03:38:23.295295,889,IMPS,0
751,10033,20087,38000.14,2026-02-27 20:32:23.295295,523,RTGS,0
752,10025,20071,40428.9,2026-01-15 14:29:23.295295,367,NEFT,0
753,10024,20082,39828.93,2026-01-15 04:40:23.295295,332,NEFT,0
754,10068,20022,40420.29,2026-02-10 13:57:23.295295,83,IMPS,0
755,10049,20008,18306.71,2026-01-13 05:33:23.295295,564,NEFT,0
756,10065,20075,20048.52,2026-01-05 19:07:23.295295,668,IMPS,0
757,10080,20030,16679.51,2025-12-29 21:59:23.295295,50,NEFT,0
758,10023,20024,19427.1,2026-01-22 13:28:23.295295,339,IMPS,0
759,10036,20098,47130.52,2026-02-27 03:47:23.295295,83,NEFT,0
760,10028,20006,48255.12,2026-01-30 09:33:23.295295,597,IMPS,0
761,10009,20031,2987.03,2026-02-09 22:24:23.295295,56,NEFT,0
762,10008,20001,17652.5,2026-02-12 18:09:23.295295,511,NEFT,0
763,10072,20032,18249.97,2026-02-11 13:06:23.295295,486,UPI,0
764,10098,20066,12296.74,2026-01-17 03:08:23.295295,395,IMPS,0
765,10009,20079,25680.11,2026-01-03 09:43:23.295295,61,RTGS,0
766,10071,20047,49727.48,2026-02-04 14:54:23.295295,200,NEFT,0
767,10016,20057,4817.97,2026-02-13 09:21:23.295295,165,UPI,0
768,10078,20031,20106.05,2026-01-11 07:29:23.295295,869,UPI,0
769,10000,20003,219.52,2026-02-01 07:31:23.295295,227,IMPS,0
770,10065,20008,33799.33,2026-02-22 00:53:23.295295,354,IMPS,0
771,10080,20061,6321.74,2026-01-17 02:46:23.295295,868,UPI,0
772,10019,20051,8566.97,2026-01-30 21:44:23.295295,157,UPI,0
773,10094,20037,22289.91,2026-03-01 20:48:23.295295,815,IMPS,0
774,10094,20020,1328.01,2025-12-29 02:34:23.295295,683,RTGS,0
775,10095,20013,5167.97,2026-02-28 03:27:23.295295,557,UPI,0
776,10076,20088,20339.27,2026-02-17 10:38:23.295295,609,RTGS,0
777,10061,20055,14573.73,2026-02-08 23:15:23.295295,640,NEFT,0
778,10096,20066,34629.68,2026-01-27 18:24:23.295295,181,RTGS,0
779,10100,20042,5625.39,2026-01-18 13:03:23.295295,597,RTGS,1
780,10080,20051,7827.8,2026-02-01 06:26:23.295295,40,RTGS,1
781,10064,20070,5735.96,2026-01-18 23:05:23.295295,314,NEFT,0
782,10013,20075,33722.77,2025-12-28 00:07:23.295295,685,NEFT,0
783,10057,20012,29218.94,2026-02-04 12:49:23.295295,560,UPI,0
784,10050,20027,48422.71,2025-12-27 06:47:23.295295,341,IMPS,0
785,10087,20093,28061.52,2026-01-26 15:00:23.295295,370,RTGS,0
786,10036,20072,6654.24,2026-02-20 17:49:23.295295,687,IMPS,0
787,10016,20054,3277.76,2026-02-28 16:05:23.295295,289,NEFT,0
788,10042,20036,18663.2,2026-01-16 20:57:23.295295,589,RTGS,0
789,10070,20078,36466.08,2026-01-17 14:49:23.295295,918,UPI,0
790,10037,20015,35678.34,2026-01-25 20:42:23.295295,863,RTGS,0
791,10012,20079,18811.37,2026-01-21 00:49:23.295295,283,UPI,0
792,10038,20032,18252.25,2026-02-16 11:22:23.295295,495,IMPS,1
793,10054,20057,47813.48,2026-02-26 05:12:23.295295,270,UPI,0
794,10031,20076,30307.28,2026-02-28 22:11:23.295295,854,NEFT,0
795,10015,20055,39116.75,2026-02-08 11:09:23.295295,329,IMPS,0
796,10094,20008,2779.83,2026-01-29 06:15:23.295295,7,RTGS,0
797,10042,20018,42310.71,2026-02-12 16:05:23.295295,805,IMPS,0
798,10038,20083,9321.0,2026-01-06 18:49:23.295295,456,IMPS,0
799,10060,20089,19961.62,2026-02-23 11:59:23.295295,776,IMPS,0
800,10047,20034,34416.05,2026-01-31 20:00:23.295295,318,IMPS,0
801,10078,20089,29640.02,2026-02-22 13:07:23.295295,276,NEFT,0
802,10097,20040,18642.12,2025-12-25 14:19:23.295295,620,NEFT,0
803,10094,20017,43150.5,2026-01-18 02:24:23.295295,225,IMPS,0
804,10024,20029,17974.97,2026-01-16 17:01:23.295295,278,IMPS,0
805,10016,20027,25227.32,2026-01-26 01:03:23.295295,608,IMPS,0
806,10010,20045,41670.61,2026-02-03 00:07:23.295295,402,RTGS,0
807,10095,20061,16616.36,2026-01-02 01:53:23.295295,515,IMPS,1
808,10018,20059,26098.22,2026-01-04 20:20:23.295295,332,RTGS,0
809,10002,20089,3448.62,2026-02-08 19:41:23.295295,364,NEFT,1
810,10063,20099,26422.45,2026-02-28 13:35:23.295295,731,IMPS,0
811,10003,20044,41822.94,2025-12-26 14:08:23.295295,50,NEFT,0
812,10091,20047,16842.5,2026-02-15 00:37:23.295295,226,IMPS,0
813,10015,20037,46211.73,2025-12-27 08:42:23.295295,676,UPI,0
814,10030,20087,7025.66,2026-01-30 09:31:23.295295,440,RTGS,0
815,10071,20055,24737.15,2026-02-07 18:29:23.295295,528,UPI,0
816,10042,20049,24481.35,2026-02-23 09:44:23.295295,415,NEFT,0
817,10061,20056,41787.95,2026-01-08 14:53:23.295295,525,UPI,0
818,10027,20018,3204.78,2026-01-07 21:00:23.295295,906,UPI,0
819,10067,20096,21751.89,2026-01-19 21:04:23.295295,539,NEFT,0
820,10043,20098,40572.51,2026-01-06 03:42:23.295295,974,IMPS,1
821,10025,20038,23598.9,2026-02-23 11:26:23.295295,369,UPI,1
822,10021,20060,33579.67,2026-02-28 21:34:23.295295,883,UPI,0
823,10097,20057,38326.94,2026-01-17 10:11:23.295295,880,UPI,0
824,10004,20073,5627.32,2026-01-22 10:33:23.295295,332,UPI,0
825,10077,20043,6257.8,2026-02-05 14:15:23.295295,348,RTGS,0
826,10045,20003,46314.57,2026-03-01 00:41:23.295295,164,IMPS,0
827,10043,20050,12828.39,2026-03-01 01:26:23.295295,504,RTGS,0
828,10018,20098,43774.31,2026-01-26 04:48:23.295295,649,RTGS,0
829,10017,20043,18839.25,2025-12-30 02:14:23.295295,762,RTGS,0
830,10080,20057,39130.54,2026-02-08 05:01:23.295295,433,UPI,0
831,10056,20012,13149.66,2026-01-03 02:22:23.295295,367,NEFT,0
832,10023,20016,7807.19,2026-02-14 07:17:23.295295,33,IMPS,0
833,10080,20077,25248.31,2026-02-14 13:35:23.295295,285,UPI,0
834,10039,20020,39272.1,2026-01-26 18:01:23.295295,466,UPI,0
835,10035,20020,15357.89,2026-03-04 03:53:23.295295,415,UPI,0
836,10039,20015,42203.02,2026-02-08 14:21:23.295295,555,IMPS,0
837,10092,20003,26162.03,2025-12-31 21:30:23.295295,659,IMPS,0
838,10041,20049,36030.37,2025-12-27 06:26:23.295295,899,RTGS,0
839,10054,20100,22565.41,2026-02-26 22:09:23.295295,330,UPI,0
840,10001,20096,16952.32,2025-12-31 09:20:23.295295,120,NEFT,0
841,10093,20082,29483.62,2026-02-07 03:50:23.295295,486,NEFT,0
842,10020,20005,29894.86,2026-01-16 18:10:23.295295,304,NEFT,0
843,10076,20045,31548.14,2026-03-02 12:18:23.295295,491,IMPS,0
844,10081,20076,12599.48,2025-12-26 11:16:23.295295,221,RTGS,0
845,10007,20033,16316.07,2026-02-22 05:49:23.295295,927,UPI,0
846,10015,20022,33955.49,2026-01-14 21:28:23.295295,764,RTGS,0
847,10019,20058,29206.6,2025-12-30 19:24:23.295295,275,IMPS,0
848,10089,20001,20547.95,2026-01-04 14:12:23.295295,191,RTGS,0
849,10079,20073,11523.67,2026-01-16 13:19:23.295295,321,NEFT,0
850,10037,20026,28116.18,2026-02-28 08:40:23.295295,975,NEFT,0
851,10011,20031,31221.06,2026-01-24 21:55:23.295295,593,IMPS,0
852,10022,20044,34358.08,2026-01-21 20:42:23.295295,57,NEFT,0
853,10081,20088,43422.23,2026-03-04 14:34:23.295295,799,NEFT,0
854,10006,20091,9226.77,2026-01-07 15:48:23.295295,964,NEFT,0
855,10096,20011,27900.19,2026-02-17 22:52:23.295295,243,IMPS,0
856,10066,20000,26191.31,2026-01-16 01:26:23.295295,765,NEFT,0
857,10036,20031,7027.42,2026-01-21 04:50:23.295295,804,UPI,0
858,10007,20082,7671.25,2025-12-31 04:10:23.295295,741,NEFT,0
859,10045,20053,15144.01,2026-01-16 14:08:23.295295,286,RTGS,0
860,10077,20015,23041.87,2026-01-08 10:29:23.295295,392,NEFT,0
861,10076,20019,48117.74,2026-01-14 15:48:23.295295,176,NEFT,0
862,10077,20021,22682.38,2026-01-29 14:07:23.295295,792,UPI,0
863,10074,20014,5312.12,2026-02-16 04:15:23.295295,971,RTGS,0
864,10017,20028,47425.28,2026-01-11 17:38:23.295295,554,NEFT,0
865,10029,20044,23619.13,2026-02-07 05:51:23.295295,96,UPI,0
866,10024,20053,2821.39,2026-02-07 20:22:23.295295,216,IMPS,0
867,10038,20100,6975.4,2026-02-18 18:42:23.295295,394,RTGS,0
868,10076,20054,9612.59,2026-01-22 19:40:23.295295,900,NEFT,0
869,10090,20006,33201.36,2025-12-26 14:35:23.295295,687,NEFT,1
870,10003,20024,12912.65,2026-01-05 20:15:23.295295,55,UPI,0
871,10046,20023,29342.08,2025-12-27 13:30:23.295295,933,UPI,0
872,10050,20036,37289.19,2026-02-14 08:51:23.295295,285,IMPS,0
873,10001,20063,28910.82,2026-02-20 06:17:23.295295,793,UPI,0
874,10044,20044,5787.03,2026-01-24 03:09:23.295295,729,IMPS,1
875,10064,20045,22015.52,2026-02-11 05:36:23.295295,807,NEFT,0
876,10087,20016,48091.57,2026-02-25 21:56:23.295295,697,RTGS,0
877,10020,20069,15564.99,2026-01-23 17:13:23.295295,933,RTGS,0
878,10091,20072,5429.65,2026-03-03 05:21:23.295295,827,IMPS,0
879,10069,20052,45078.21,2026-03-02 21:54:23.295295,73,NEFT,0
880,10048,20009,27005.82,2026-02-23 04:37:23.295295,818,RTGS,0
881,10088,20022,45327.38,2026-01-02 10:59:23.295295,129,IMPS,0
882,10016,20038,23199.65,2026-01-05 08:40:23.295295,536,NEFT,0
883,10062,20058,45955.96,2026-02-24 19:37:23.295295,26,NEFT,1
884,10076,20082,12704.19,2026-02-04 17:47:23.295295,35,IMPS,0
885,10074,20029,44816.42,2026-02-14 00:03:23.295295,692,IMPS,1
886,10031,20074,27307.34,2026-03-02 07:37:23.295295,519,RTGS,0
887,10040,20097,24831.94,2026-01-01 15:30:23.295295,40,NEFT,0
888,10027,20099,38149.49,2026-01-06 01:20:23.295295,980,RTGS,0
889,10083,20021,20182.45,2026-02-10 10:40:23.295295,766,NEFT,0
890,10061,20014,23238.56,2025-12-25 13:03:23.295295,962,NEFT,0
891,10006,20001,27911.1,2026-01-11 17:47:23.295295,586,UPI,1
892,10064,20097,18290.3,2025-12-31 17:35:23.295295,458,NEFT,0
893,10052,20005,13167.72,2026-01-31 23:34:23.295295,688,IMPS,0
894,10070,20069,38962.38,2026-01-27 20:46:23.295295,758,UPI,0
895,10032,20059,37762.63,2026-01-18 10:54:23.295295,350,RTGS,0
896,10078,20063,49538.63,2026-03-01 05:59:23.295295,57,UPI,0
897,10055,20058,16892.47,2026-02-27 06:49:23.295295,88,NEFT,0
898,10046,20003,44485.2,2026-01-05 08:34:23.295295,915,UPI,0
899,10086,20023,47664.01,2026-01-19 07:27:23.295295,575,UPI,0
900,10053,20007,3019.99,2026-01-10 07:16:23.295295,369,RTGS,0
901,10047,20008,33681.36,2026-01-10 17:07:23.295295,680,IMPS,0
902,10098,20060,27693.16,2026-02-24 21:23:23.295295,568,IMPS,0
903,10057,20097,10614.84,2026-01-15 07:05:23.295295,858,NEFT,0
904,10078,20000,45861.69,2026-02-05 04:34:23.295295,526,UPI,0
905,10031,20054,37150.61,2026-02-28 10:58:23.295295,641,NEFT,0
906,10088,20048,40424.17,2026-01-25 02:16:23.295295,999,IMPS,0
907,10050,20009,43918.58,2026-02-23 18:05:23.295295,727,NEFT,0
908,10000,20086,4622.7,2026-01-17 18:50:23.295295,120,UPI,0
909,10067,20049,17073.96,2026-01-30 13:03:23.295295,858,UPI,0
910,10050,20075,33510.1,2026-02-18 05:14:23.295295,712,IMPS,0
911,10030,20075,24154.79,2026-02-22 08:55:23.295295,892,RTGS,0
912,10080,20090,43502.08,2026-01-02 20:52:23.295295,402,NEFT,0
913,10043,20074,18995.1,2026-02-20 07:15:23.295295,934,NEFT,1
914,10047,20098,4343.88,2026-02-02 19:13:23.295295,356,RTGS,0
915,10038,20044,34468.44,2026-01-01 03:30:23.295295,229,IMPS,0
916,10046,20095,43964.89,2026-01-31 12:43:23.295295,925,IMPS,0
917,10043,20005,28888.81,2026-02-25 13:10:23.295295,936,RTGS,0
918,10068,20059,5105.3,2026-02-20 15:56:23.295295,502,IMPS,0
919,10100,20003,10509.72,2026-01-26 08:02:23.295295,565,IMPS,1
920,10008,20098,33211.28,2026-01-23 00:14:23.295295,874,IMPS,1
921,10075,20096,12778.74,2026-02-10 16:26:23.295295,734,NEFT,0
922,10046,20019,21651.56,2026-02-14 09:15:23.295295,645,RTGS,0
923,10060,20097,11677.23,2026-02-26 01:38:23.295295,189,NEFT,0
924,10056,20070,29019.42,2026-01-27 04:16:23.295295,399,UPI,0
925,10017,20014,19060.41,2026-01-18 19:47:23.295295,191,NEFT,0
926,10100,20074,23942.33,2025-12-26 23:16:23.295295,255,UPI,0
927,10030,20013,40549.81,2026-01-04 09:58:23.295295,688,UPI,0
928,10056,20057,45513.75,2026-01-17 12:04:23.295295,46,UPI,0
929,10069,20040,38715.18,2025-12-26 05:29:23.295295,966,UPI,0
930,10035,20073,8579.79,2026-01-09 05:39:23.295295,936,UPI,0
931,10019,20046,20164.65,2026-02-05 22:56:23.295295,382,IMPS,0
932,10069,20013,31876.95,2025-12-28 20:30:23.295295,737,RTGS,0
933,10002,20067,34707.87,2026-01-17 01:48:23.295295,808,IMPS,0
934,10038,20043,45952.78,2026-01-22 03:23:23.295295,727,NEFT,0
935,10096,20097,33700.19,2026-02-09 18:45:23.295295,39,NEFT,0
936,10037,20019,15050.92,2026-02-23 20:38:23.295295,12,RTGS,1
937,10076,20064,11232.0,2026-01-18 16:10:23.295295,88,NEFT,0
938,10023,20076,1682.56,2026-02-21 11:24:23.295295,989,NEFT,0
939,10090,20067,26517.45,2026-02-25 14:37:23.295295,738,UPI,0
940,10030,20076,40387.04,2026-03-04 03:24:23.295295,13,NEFT,1
941,10033,20004,48604.0,2026-01-16 18:36:23.295295,96,NEFT,0
942,10004,20094,28419.95,2026-02-15 02:58:23.295295,447,RTGS,0
943,10045,20021,22120.78,2026-02-22 05:42:23.295295,919,RTGS,0
944,10081,20016,17565.42,2026-02-12 01:55:23.295295,364,UPI,0
945,10065,20015,22506.38,2026-01-25 13:01:23.295295,292,RTGS,1
946,10047,20029,7073.07,2026-02-20 08:29:23.295295,160,UPI,0
947,10008,20014,9589.68,2026-01-14 15:01:23.295295,497,NEFT,0
948,10085,20080,32061.42,2026-01-07 14:14:23.295295,234,NEFT,0
949,10054,20010,39333.49,2026-01-01 02:39:23.295295,218,RTGS,0
950,10008,20025,27174.86,2025-12-28 00:17:23.295295,343,RTGS,0
951,10082,20090,21493.94,2026-01-17 21:15:23.295295,328,RTGS,0
952,10076,20000,6891.6,2026-02-03 18:39:23.295295,886,UPI,0
953,10082,20076,13853.09,2026-01-08 12:13:23.295295,688,UPI,0
954,10058,20091,13086.56,2026-03-04 02:20:23.295295,520,IMPS,0
955,10097,20045,35810.81,2026-01-19 11:20:23.295295,799,NEFT,0
956,10063,20005,3588.38,2026-03-03 23:15:23.295295,876,IMPS,0
957,10008,20021,881.16,2026-01-03 17:00:23.295295,957,IMPS,0
958,10002,20026,37817.32,2026-02-23 23:22:23.295295,547,RTGS,0
959,10060,20023,26277.83,2026-01-05 19:10:23.295295,345,RTGS,0
960,10092,20004,9856.27,2025-12-26 00:15:23.295295,836,RTGS,0
961,10002,20097,16753.78,2025-12-25 14:45:23.295295,638,RTGS,0
962,10001,20045,6394.34,2026-01-31 01:41:23.295295,686,IMPS,0
963,10018,20034,7038.58,2026-01-01 23:51:23.295295,679,UPI,0
964,10086,20073,1554.46,2026-02-09 13:47:23.295295,974,NEFT,0
965,10050,20022,410.14,2026-02-12 21:16:23.295295,189,RTGS,0
966,10094,20067,9056.8,2026-01-11 07:51:23.295295,871,RTGS,0
967,10046,20046,22857.06,2025-12-25 22:17:23.295295,225,NEFT,0
968,10066,20023,32966.71,2026-02-10 11:17:23.295295,466,UPI,0
969,10013,20084,17056.39,2026-02-07 06:40:23.295295,915,UPI,0
970,10075,20079,39450.04,2026-01-06 17:25:23.295295,886,IMPS,0
971,10100,20080,2153.29,2026-02-14 22:11:23.295295,740,NEFT,0
972,10007,20012,46400.46,2026-01-21 14:33:23.295295,19,NEFT,1
973,10004,20054,35531.33,2025-12-30 22:48:23.295295,951,RTGS,0
974,10061,20039,42009.43,2026-01-19 16:06:23.295295,165,RTGS,0
975,10052,20055,41703.43,2026-01-12 04:16:23.295295,17,UPI,1
976,10070,20002,8254.19,2026-01-29 13:56:23.295295,167,UPI,0
977,10050,20018,5332.47,2026-02-03 00:35:23.295295,742,IMPS,0
978,10001,20037,21350.54,2026-02-07 10:49:23.295295,391,RTGS,0
979,10071,20049,43867.98,2026-01-03 13:58:23.295295,668,NEFT,0
980,10004,20015,19462.36,2026-01-15 17:03:23.295295,427,NEFT,0
981,10078,20055,7513.18,2026-01-01 20:26:23.295295,869,UPI,0
982,10030,20049,34648.28,2026-02-22 08:30:23.295295,721,UPI,0
983,10010,20037,18384.36,2026-02-23 00:45:23.295295,521,RTGS,0
984,10065,20062,8136.04,2026-01-20 00:10:23.295295,824,IMPS,0
985,10024,20009,6919.87,2026-01-19 20:04:23.295295,7,RTGS,0
986,10100,20041,31150.13,2026-02-26 18:12:23.295295,541,UPI,0
987,10094,20099,4928.62,2026-01-14 09:22:23.295295,114,RTGS,0
988,10007,20072,26619.33,2026-02-20 22:27:23.295295,840,UPI,0
989,10080,20060,38618.59,2026-02-02 21:17:23.295295,651,IMPS,0
990,10054,20034,40141.1,2026-01-19 21:47:23.295295,185,NEFT,0
991,10022,20024,21791.69,2026-02-16 07:04:23.295295,98,RTGS,0
992,10038,20051,32090.46,2026-01-29 08:12:23.295295,697,UPI,0
993,10076,20006,12266.11,2026-02-18 11:58:23.295295,432,NEFT,0
994,10098,20052,16903.54,2026-03-02 12:41:23.295295,225,NEFT,0
995,10058,20057,47484.44,2026-02-22 17:35:23.295295,256,RTGS,0
996,10026,20006,42511.57,2026-02-13 02:06:23.295295,305,IMPS,0
997,10085,20084,39671.76,2026-01-10 05:48:23.295295,274,RTGS,0
998,10097,20006,48805.18,2026-01-24 22:36:23.295295,622,UPI,1
999,10036,20074,39932.49,2026-02-26 12:08:23.295295,23,IMPS,1
1000,10000,20071,9837.64,2026-02-22 11:12:23.295295,79,UPI,0
1001,10094,20026,32106.23,2026-01-01 01:02:23.295295,898,IMPS,1
1002,10079,20064,20679.56,2026-01-17 09:19:23.295295,58,NEFT,0
1003,10070,20080,708.35,2026-01-19 01:35:23.295295,520,RTGS,0
1004,10014,20095,1687.11,2026-01-12 22:50:23.295295,395,UPI,0
1005,10049,20023,13711.59,2026-01-14 11:38:23.295295,590,RTGS,0
1006,10073,20027,2195.65,2026-01-30 12:52:23.295295,511,RTGS,0
1007,10000,20071,32707.32,2026-01-06 12:51:23.295295,596,IMPS,0
1008,10042,20021,44472.78,2025-12-29 04:48:23.295295,464,NEFT,0
1009,10093,20013,34835.83,2026-01-25 22:47:23.295295,511,NEFT,0
1010,10092,20014,32163.42,2026-02-12 08:14:23.295295,814,IMPS,0
1011,10059,20048,30607.19,2025-12-26 02:57:23.295295,969,UPI,0
1012,10041,20035,23545.52,2026-02-17 04:45:23.295295,849,NEFT,0
1013,10052,20092,455.99,2026-02-13 00:09:23.295295,856,IMPS,0
1014,10055,20082,24908.5,2026-02-08 21:16:23.295295,787,IMPS,0
1015,10090,20030,6646.35,2026-02-10 17:18:23.295295,947,NEFT,0
1016,10032,20040,47119.11,2026-03-01 16:35:23.295295,498,NEFT,0
1017,10027,20050,25110.5,2026-03-01 00:08:23.295295,894,IMPS,0
1018,10040,20046,2229.42,2026-01-08 03:31:23.295295,682,IMPS,0
1019,10087,20094,48857.22,2026-02-22 18:06:23.295295,24,RTGS,1
1020,10048,20024,39931.65,2026-02-18 01:09:23.295295,726,UPI,0
1021,10055,20036,3132.82,2026-02-15 15:33:23.295295,3,NEFT,0
1022,10027,20096,28671.1,2026-02-08 03:22:23.295295,669,RTGS,0
1023,10040,20055,30336.99,2026-01-20 10:14:23.295295,740,IMPS,0
1024,10036,20076,3691.11,2026-02-27 02:30:23.295295,897,IMPS,0
1025,10005,20096,30456.29,2026-01-19 16:17:23.295295,943,RTGS,0
1026,10067,20026,19385.61,2026-02-27 22:38:23.295295,981,UPI,0
1027,10036,20094,34525.6,2026-01-28 02:09:23.295295,573,IMPS,0
1028,10000,20044,21117.38,2026-01-15 02:47:23.295295,448,NEFT,0
1029,10041,20062,25989.94,2026-02-22 15:53:23.295295,678,UPI,0
1030,10054,20026,22434.64,2026-02-05 03:51:23.295295,88,NEFT,0
1031,10070,20072,38336.12,2026-02-05 00:34:23.295295,819,UPI,0
1032,10094,20043,23211.53,2026-02-01 11:37:23.295295,296,IMPS,0
1033,10069,20027,34641.61,2025-12-26 05:38:23.295295,90,IMPS,0
1034,10008,20100,6588.48,2026-03-01 08:58:23.295295,20,RTGS,0
1035,10057,20006,36737.99,2026-01-02 12:54:23.295295,792,UPI,1
1036,10047,20056,39041.85,2026-02-26 09:01:23.295295,757,RTGS,0
1037,10026,20038,44496.98,2026-03-04 15:30:23.295295,453,RTGS,0
1038,10067,20063,9980.16,2026-01-23 21:37:23.295295,283,RTGS,0
1039,10081,20042,14811.93,2026-01-28 07:29:23.295295,123,UPI,0
1040,10016,20032,26474.25,2026-02-09 21:31:23.295295,949,NEFT,0
1041,10063,20041,13835.58,2026-02-23 01:17:23.295295,349,RTGS,0
1042,10058,20087,8161.1,2026-01-10 12:08:23.295295,762,NEFT,0
1043,10007,20013,11321.61,2026-01-16 18:41:23.295295,687,RTGS,0
1044,10081,20023,44029.17,2026-02-28 09:31:23.295295,96,IMPS,1
1045,10076,20046,2338.61,2026-01-13 08:04:23.295295,244,UPI,0
1046,10098,20070,6457.3,2026-01-09 09:03:23.295295,533,IMPS,0
1047,10074,20024,11672.8,2026-02-16 14:10:23.295295,882,IMPS,0
1048,10049,20075,8329.18,2026-01-29 08:45:23.295295,267,UPI,0
1049,10005,20028,6576.94,2026-02-25 20:58:23.295295,184,IMPS,0
1050,10001,20089,7949.19,2026-01-18 22:00:23.295295,244,RTGS,0
1051,10040,20070,18292.5,2026-01-06 18:38:23.295295,212,IMPS,0
1052,10082,20012,22995.84,2026-01-28 07:51:23.295295,700,IMPS,0
1053,10079,20064,20193.87,2026-02-03 03:23:23.295295,683,RTGS,0
1054,10066,20043,39538.63,2026-02-28 02:48:23.295295,986,IMPS,0
1055,10054,20060,18052.45,2026-02-21 03:52:23.295295,776,IMPS,0
1056,10077,20080,48115.5,2025-12-26 05:42:23.295295,602,NEFT,0
1057,10084,20092,29943.68,2026-01-04 21:21:23.295295,801,NEFT,1
1058,10070,20006,44325.42,2026-02-02 11:11:23.295295,512,RTGS,0
1059,10032,20024,19004.07,2026-02-14 00:54:23.295295,247,NEFT,1
1060,10003,20021,19317.48,2026-02-11 01:51:23.295295,318,RTGS,0
1061,10082,20093,13867.43,2026-02-16 16:22:23.295295,834,IMPS,0
1062,10013,20096,6974.75,2026-02-16 07:12:23.295295,358,NEFT,0
1063,10044,20078,9588.95,2025-12-28 10:27:23.295295,341,IMPS,0
1064,10077,20095,11237.56,2026-02-01 16:12:23.295295,668,NEFT,0
1065,10025,20030,16595.39,2026-02-16 10:10:23.295295,498,RTGS,0
1066,10054,20077,23674.64,2026-02-10 06:11:23.295295,592,NEFT,0
1067,10029,20006,35249.41,2026-01-06 15:08:23.295295,284,RTGS,0
1068,10094,20068,33640.72,2026-01-06 03:28:23.295295,297,RTGS,0
1069,10049,20046,21435.4,2026-02-08 00:14:23.295295,13,UPI,0
1070,10022,20047,28661.19,2026-02-09 05:31:23.295295,481,UPI,0
1071,10095,20051,17130.66,2026-01-29 17:43:23.295295,322,IMPS,0
1072,10086,20099,17564.77,2026-01-26 06:04:23.295295,469,RTGS,1
1073,10001,20098,5617.82,2026-01-09 16:24:23.295295,782,UPI,0
1074,10050,20029,44247.11,2025-12-31 16:15:23.295295,826,IMPS,0
1075,10091,20030,9844.72,2026-02-10 08:09:23.295295,756,NEFT,0
1076,10046,20006,43573.47,2026-02-20 18:34:23.295295,642,IMPS,0
1077,10051,20079,34123.58,2026-01-21 00:12:23.295295,122,IMPS,0
1078,10026,20049,38638.11,2026-01-29 17:34:23.295295,707,NEFT,0
1079,10054,20001,37785.44,2026-01-02 16:22:23.295295,33,NEFT,0
1080,10066,20033,14270.94,2026-02-23 04:16:23.295295,900,NEFT,0
1081,10084,20049,10847.29,2026-02-27 02:09:23.295295,673,NEFT,0
1082,10029,20008,7312.13,2026-02-23 14:25:23.295295,717,NEFT,0
1083,10046,20059,11736.62,2026-02-22 03:22:23.295295,653,IMPS,0
